,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Building condition,Number of frontages,Covered parking spaces,Living room,Bedrooms,Bathrooms,Basement,Garden surface,Terrace,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available as of,Available date,Construction year,Street frontage width,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Shower rooms,Toilets,Attic,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Terrace surface,Elevator,Accessible for disabled people,Secure access / alarm,TV cable,Swimming pool,Heating type,Double glazing,Flood zone type,Virtual visit,How many fireplaces?,Kitchen surface,Garden,Garden orientation,As built plan,Dining room,Bedroom 4 surface,Latest land use designation,Planning permission obtained,Subdivision permit,Office surface,Office,Intercom,Total ground floor buildable,Possible priority purchase right,Bedroom 5 surface,Dressing room,Laundry room,Professional space,Basement surface,Attic surface,Isolated,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Obligation to build,Neighbourhood or locality,Conformity certification for fuel tanks,Number of annexes,Property name,Professional space surface,Proceedings for breach of planning regulations,Extra information,E-level (overall energy performance),Agent's name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Type of building,Venue of the sale,Single session,Terms of visit,Starting price,Monthly charges,Age of annuitants,Age of annuitant,Minimum overbid,Price after higher bid,Current monthly revenue,Maximum duration of annuity,Percentage rented,EPC description
9659657,9659657,house,house,275000,forsale,7740,xl,usainstalled,2021,,,,3,500,,,,true,,,1,,1,Hainaut,,2,1,,3,1,,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 275,000275000 €",,No,Rue Joseph Hoyois 1 7500- Tournai,http://www.joriondesmet.be,4596617,Hainaut,,,2021,,,,172m²square meters,,USA installed,,,,,,,,500m²square meters,,,No,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162284,10162284,house,house,120000,forsale,6230,xl,,,,gas,463,2,0,,true,,,,,,,,Hainaut,,,,,2,1,Yes,,,463 kWh/m²kilowatt hour per square meters,F,20130418002157,Not specified,62225 kWh/year,,€ 441441 €,No,"Rue de Couillet, 4 6200- Chatelet",,,Hainaut,Immediately,,,,,,,,,,,,1,,,,,,,,,,,,,,Gas,Yes,,,,,,,,,,"Living area (residential, urban or rural)",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,No,,,Myriam PACELLA,,,,,,,,,Link to online sale,No,"fr :Pour les visites, merci de contacter la société G.I.L. :071/38.84.49","€ 120,000120000 €",,,,,,,,,
10162010,10162010,house,house,50000,forsale,7600,xl,,,,fueloil,720,1,2506,,,,,,,,,,Hainaut,,4,,,1,,,,,720 kWh/m²kilowatt hour per square meters,G,20220429016116,Not specified,87898 kWh/year,,€ 272272 €,No,Rue Albert 1er 12 7600- Peruwelz,,,Hainaut,To be defined,,,,,,,,,,,,,,,,2506m²square meters,,,,,,,,,,Fuel oil,,,,,,,,,,,"Living area (residential, urban or rural)",,No,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,No,,,Cindy SCHOONE,,,,,,,,,Link to online sale,No,,"€ 50,00050000 €",,,,,,,,,
10135584,10135584,house,house,79000,forsale,7300,xl,installed,,good,gas,315,2,0,,,,,,,,,,Hainaut,Good,2,,,2,1,,,,315 kWh/m²kilowatt hour per square meters,D,20220511017902,Not specified,Not specified,"€ 79,00079000 €",€ 267267 €,No,Chaussée de Courcelles 154 6041- Gosselies,http://www.lesmaisonsferrian.be/fr/,846,Hainaut,,,,,,,,13m²square meters,Installed,11m²square meters,17m²square meters,,,1,,No,,,,,,,,,,,Gas,No,,,,11m²square meters,,,,,,Extended residential area,,,,No,,,,,No,,,,,,,,,,,,,,,,,,No,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10088328,10088328,house,house,85000,forsale,6032,xl,notinstalled,,,gas,352,3,171,,,50,true,,,1,,,Hainaut,,2,1,,3,1,,50m²square meters,,352 kWh/m²kilowatt hour per square meters,E,20211118016916,Not specified,50867 kWh/year,"€ 85,00085000 €",€ 430430 €,No,Avenue Paul pastur 380 6032- Mont-sur-Marchienne,http://www.club-Immobilier.be,1-msm--108,Hainaut,After signing the deed,,,,,,135m²square meters,42m²square meters,Not installed,15m²square meters,12m²square meters,12m²square meters,1,2,,No,171m²square meters,,,,9m²square meters,,,,,,Gas,No,,,,,,South West,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,Adeline GUAIETTA,,,,,,,,,,,,,,,,,,,,,
10042228,10042228,house,house,noprice,forsale,6030,xl,semiequipped,,,fueloil,1037,3,268,,true,,true,,,,,,Hainaut,,4,,,3,2,Yes,,,1037 kWh/m²kilowatt hour per square meters,G,20220617019656,Not specified,101684 kWh/year,,€ 683683 €,No,Avenue Paul pastur 380 6032- Mont-sur-Marchienne,http://www.club-Immobilier.be,1-map--058,Hainaut,,,,,,,237m²square meters,39m²square meters,Semi equipped,17m²square meters,12m²square meters,12m²square meters,,2,,No,268m²square meters,,,,20m²square meters,,,,,,Fuel oil,No,,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,South,,,,,,,No,No,No,,,,,,,,,,,Kim ARMILOTTA,,,,,,,,,,,,,,,,,,,,,
10038922,10038922,house,house,88000,forsale,6032,xl,notinstalled,,,gas,574,2,580,,true,500,true,,,,,,Hainaut,,3,,,2,,Yes,500m²square meters,,574 kWh/m²kilowatt hour per square meters,G,201708300055575,Not specified,53804 kWh/year,"€ 88,00088000 €",€ 319319 €,No,Avenue Paul pastur 380 6032- Mont-sur-Marchienne,http://www.club-Immobilier.be,1-msm--080,Hainaut,,,,,,,94m²square meters,25m²square meters,Not installed,12m²square meters,10m²square meters,,,1,,No,580m²square meters,,,,10m²square meters,,,,,,Gas,Yes,,,,,,South,No,Yes,,,,,,,,,,,,,,,,,,,,,,South,,,,,,,No,No,No,,,,,,,,,,,Fabian GERARD,,,,,,,,,,,,,,,,,,,,,
9945983,9945983,house,house,109900,forsale,6060,xl,,,tobedoneup,pellet,862,3,213,true,true,,,,,,,,Hainaut,To be done up,3,,,3,1,Yes,,,862 kWh/m²kilowatt hour per square meters,G,20160602014036,4 kg CO₂/m²,Not specified,"Make an offer starting from€ 109,900Make an offer starting from109900 €",€ 339339 €,No,Chaussée de Bruxelles 159 6040- Jumet,http://www.laconfianceimmobiliere.be,4786803,Hainaut,,,,,,,80m²square meters,23m²square meters,,12m²square meters,10m²square meters,14m²square meters,,,Yes,No,213m²square meters,,Connected,No,,,,,Yes,,Pellet,,,,,8m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129189,10129189,house,house,115000,forsale,6040,xl,semiequipped,,,fueloil,360,3,350,,,250,true,,,,,,Hainaut,,2,,,3,1,,250m²square meters,,360 kWh/m²kilowatt hour per square meters,E,2022919010404,Not specified,54009 kWh/year,"€ 115,000115000 €",€ 360360 €,No,Avenue Paul pastur 380 6032- Mont-sur-Marchienne,http://www.club-Immobilier.be,1-jume-125,Hainaut,After signing the deed,,,,,,111m²square meters,27m²square meters,Semi equipped,23m²square meters,15m²square meters,12m²square meters,,1,,No,350m²square meters,,,,15m²square meters,,,,,,Fuel oil,Yes,,,,,,South,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,Kim ARMILOTTA,,,,,,,,,,,,,,,,,,,,,
9911792,9911792,house,house,120000,forsale,7387,xl,,,,,401,2,0,,,,,,,,,,Hainaut,,2,,,2,,,,,401 kWh/m²kilowatt hour per square meters,E,20220510027751,Not specified,39515 kWh/year,"€ 120,000120000 €",,No,"Rue de l'Eglise, 1 7300- Boussu",http://www.logissim.be,10599 - 184567,Hainaut,To be defined,,,,,,98m²square meters,,,16m²square meters,10m²square meters,,1,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9819628,9819628,house,house,119900,forsale,6043,xl,,,torenovate,fueloil,570,3,726,true,true,600,true,,,,,,Hainaut,To renovate,3,,,3,1,Yes,600m²square meters,,570 kWh/m²kilowatt hour per square meters,G,20220318022472,142 kg CO₂/m²,118365 kWh/year,"Make an offer starting from€ 119,900Make an offer starting from119900 €",€ 679679 €,No,Chaussée de Bruxelles 159 6040- Jumet,http://www.laconfianceimmobiliere.be,4707133,Hainaut,,,,,,,196m²square meters,40m²square meters,,12m²square meters,14m²square meters,15m²square meters,,,Yes,No,726m²square meters,,Connected,No,10m²square meters,,,,Yes,,Fuel oil,Yes,,,,11m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10056151,10056151,house,house,120000,forsale,7390,xl,,,torenovate,fueloil,493,3,400,true,true,,,,,,,,Hainaut,To renovate,3,,,3,1,Yes,,,493 kWh/m²kilowatt hour per square meters,F,20220720009728,121 kg CO₂/m²,60816 kWh/year,"Make an offer starting from€ 120,000Make an offer starting from120000 €",€ 617617 €,No,101 rue de Valenciennes7301- Hornu,http://www.century21-decroly.be,4846500,Hainaut,After signing the deed,,,,,,105m²square meters,17m²square meters,,14m²square meters,13m²square meters,7m²square meters,,,Yes,,400m²square meters,,Connected,No,,,,,,,Fuel oil,,,,,8m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10099184,10099184,house,house,130000,forsale,6040,xl,,,torenovate,gas,406,2,356,true,true,200,true,,,,,,Hainaut,To renovate,2,,,2,2,Yes,200m²square meters,,406 kWh/m²kilowatt hour per square meters,E,20220818011816,78 kg CO₂/m²,68214 kWh/year,"Make an offer starting from€ 130,000Make an offer starting from130000 €",€ 409409 €,No,Chaussée de Bruxelles 159 6040- Jumet,http://www.laconfianceimmobiliere.be,4904114,Hainaut,,,,,,,136m²square meters,13m²square meters,,18m²square meters,15m²square meters,,,,Yes,No,356m²square meters,,Connected,Yes,50m²square meters,,,Yes,Yes,,Gas,Yes,,,,16m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921058,9921058,house,house,139000,forsale,7334,xl,,,torenovate,fueloil,761,2,599,,true,,,,,1,,,Hainaut,To renovate,4,1,Yes,2,1,Yes,,,761 kWh/m²kilowatt hour per square meters,G,2021112501882,187 kg CO₂/m²,94922 kWh/year,"Make an offer starting from€ 139,000Make an offer starting from139000 €",,No,Rue Grande 747330- Saint Ghislain,https://immobiliere-aip.be/,4766540,Hainaut,,,,,,,125m²square meters,,,,,,1,1,,No,599m²square meters,,Not connected,,,,,,,,Fuel oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114725,10114725,house,house,149000,forsale,7711,xl,notinstalled,,torenovate,gas,597,1,462,true,,,true,,,2,,,Hainaut,To renovate,2,2,,1,1,,,Yes,597 kWh/m²kilowatt hour per square meters,G,20220913000876,109 kg CO₂/m²,43525 kWh/year,"€ 149,000149000 €",€ 404404 €,No,Rue de Menin 400 7700- Mouscron,http://www.cabinet069.be,4902912,Hainaut,After signing the deed,,,,,,119m²square meters,42m²square meters,Not installed,14m²square meters,,,,,Yes,No,462m²square meters,,Connected,Yes,,,,,,,Gas,,Non flood zone,,,18m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065353,10065353,house,house,149000,forsale,7090,xl,,,tobedoneup,gas,534,3,0,,true,,,,,,,,Hainaut,To be done up,3,,,3,,,,,534 kWh/m²kilowatt hour per square meters,G,20220506012041,534 kg CO₂/m²,Not specified,"Make an offer starting from€ 149,000Make an offer starting from149000 €",,No,Place René Branquart 3 7090- Braine-le-Comte,http://www.weinvest.be,4625740,Hainaut,,,,,,,107m²square meters,15m²square meters,,17m²square meters,9m²square meters,15m²square meters,1,1,,,,,Connected,Yes,,,No,,Yes,,Gas,Yes,,Link to the virtual visit,,13m²square meters,,,,,,,,,,,,32m²square meters,,,,,,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8994395,8994395,house,house,150000,forsale,6240,xl,,,tobedoneup,fueloil,402,6,212,,true,,,,,,2,,Hainaut,To be done up,3,,Yes,6,4,Yes,,,402 kWh/m²kilowatt hour per square meters,E,20200907027283,101 kg CO₂/m²,113222 kWh/year,"Make an offer starting from€ 150,000Make an offer starting from150000 €",€ 743743 €,No,Chaussée de Bruxelles 159 6040- Jumet,http://www.laconfianceimmobiliere.be,4183998,Hainaut,,,,,2,,210m²square meters,,,18m²square meters,10m²square meters,20m²square meters,,,,,212m²square meters,,Connected,No,,,,,Yes,,Fuel oil,Yes,,,,,,,,,21m²square meters,,,,,,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10054550,10054550,house,house,150000,forsale,6010,xl,installed,,justrenovated,gas,276,2,150,,true,,,,,,,,Hainaut,Just renovated,2,,,2,1,Yes,,,276 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,"€ 150,000150000 €",,No,rue du Longtry 23 6032- Mont-sur-Marchienne,,4851640,Hainaut,Depending on the tenant,,,,,,96m²square meters,16m²square meters,Installed,16m²square meters,16m²square meters,,1,2,,No,150m²square meters,,Connected,Yes,,,No,,Yes,,Gas,Yes,,,,11m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104423,10104423,house,apartmentblock,150000,forsale,6460,xl,installed,,,,194,4,0,,true,,true,,,,,,Hainaut,,1,,,4,2,Yes,,,194 kWh/m²kilowatt hour per square meters,C,20220411021468 et 20160626004362,Not specified,16250 kWh/year,"€ 150,000150000 €","€ 2,1112111 €",Yes,Rue des ormeaux 14 6460- Chimay,,CH 2203/EB/06-1-1,Hainaut,,,,,,,180m²square meters,,Installed,,,,,3,,No,,,,,10m²square meters,,,,,,,Yes,,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10038962,10038962,house,house,150000,forsale,7340,xl,,,good,gas,303,2,270,true,true,,true,,,,,,Hainaut,Good,2,,,2,1,Yes,,Yes,303 kWh/m²kilowatt hour per square meters,D,20130319010054,56 kg CO₂/m²,53656 kWh/year,"Make an offer starting from€ 150,000Make an offer starting from150000 €",€ 404404 €,No,101 rue de Valenciennes7301- Hornu,http://www.century21-decroly.be,4846648,Hainaut,After signing the deed,,,,,,108m²square meters,27m²square meters,,14m²square meters,22m²square meters,,,,Yes,,270m²square meters,,,Yes,,,,,,,Gas,,,,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7901978,7901978,house,house,160000,forsale,6200,xl,installed,,tobedoneup,gas,405,6,150,true,true,,true,true,,,,,Hainaut,To be done up,2,,,6,3,Yes,,Yes,405 kWh/m²kilowatt hour per square meters,E,20161110006258,74 kg CO₂/m²,52315 kWh/year,"€ 160,000160000 €","€ 2,4642464 €",No,Chaussée de Bruxelles 159 6040- Jumet,http://www.laconfianceimmobiliere.be,3613495/1468,Hainaut,Immediately,,,,,,,32m²square meters,Installed,16m²square meters,24m²square meters,12m²square meters,,,Yes,,150m²square meters,,Connected,No,,,,,,,Gas,Yes,,,,12m²square meters,,,,Yes,10m²square meters,,,,14m²square meters,Yes,,,,24m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107670,10107670,house,house,160000,forsale,7060,xl,installed,,,fueloil,521,3,440,,true,,,true,,1,,,Hainaut,,3,1,,3,1,Yes,,,521 kWh/m²kilowatt hour per square meters,G,20220812001420,130 kg CO₂/m²,100847 kWh/year,"€ 160,000160000 €",€ 379379 €,No,Rue de la Station 45 7090- Braine-le-Comte,http://www.immoparis.be,3998,Hainaut,After signing the deed,,,,,,156m²square meters,37m²square meters,Installed,20m²square meters,18m²square meters,15m²square meters,,2,,No,440m²square meters,15 mmeters,,,,,,,,,Fuel oil,No,,,,15m²square meters,,,No,Yes,,,,,1m²square meter,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,Sabrina NEMETH,,,,,,,,,,,,,,,,,,,,,
10037775,10037775,house,townhouse,165000,forsale,6200,xl,installed,,asnew,gas,270,2,400,,,,true,,,1,,,Hainaut,As new,2,1,,2,2,,,,270 kWh/m²kilowatt hour per square meters,D,20220605002534,50 kg CO₂/m²,31565 kWh/year,"€ 165,000165000 €",,No,Avenue Louise 367 1050- Ixelles,,4854739,Hainaut,After signing the deed,,,,,,,45m²square meters,Installed,18m²square meters,24m²square meters,,2,2,,,400m²square meters,,Connected,Yes,6m²square meters,No,,Yes,Yes,,Gas,Yes,,,,20m²square meters,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10037774,10037774,house,townhouse,165000,forsale,6200,xl,installed,,asnew,gas,270,2,400,,,,true,,,1,,,Hainaut,As new,2,1,,2,2,,,,270 kWh/m²kilowatt hour per square meters,D,20220605002534,50 kg CO₂/m²,31565 kWh/year,"€ 165,000165000 €",,No,Avenue Louise 367 1050- Ixelles,,4854737,Hainaut,After signing the deed,,,,,,,45m²square meters,Installed,18m²square meters,24m²square meters,,2,2,,,400m²square meters,,Connected,Yes,6m²square meters,No,,Yes,Yes,,Gas,Yes,,,,20m²square meters,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9975744,9975744,house,house,180000,forsale,7340,xl,,,,,,3,215,,,,,,,1,,,Hainaut,,3,1,,3,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 180,000180000 €",,No,"Rue de l'Eglise, 1 7300- Boussu",http://www.logissim.be,10637 - 184570,Hainaut,At delivery,,,,,,159m²square meters,,,36m²square meters,16m²square meters,16m²square meters,,,,No,215m²square meters,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111071,10111071,house,house,188000,forsale,6032,xl,semiequipped,,,gas,347,4,196,,true,40,true,,,,,,Hainaut,,3,,,4,1,Yes,40m²square meters,,347 kWh/m²kilowatt hour per square meters,E,20150410013273,Not specified,81270 kWh/year,"€ 188,000188000 €",€ 743743 €,No,Avenue Paul pastur 380 6032- Mont-sur-Marchienne,http://www.club-Immobilier.be,1-msm--053,Hainaut,After signing the deed,,,,,,234m²square meters,41m²square meters,Semi equipped,15m²square meters,14m²square meters,12m²square meters,,2,,No,196m²square meters,,,,10m²square meters,,,Yes,,,Gas,Yes,,,,,,West,No,,9m²square meters,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,Fabian GERARD,,,,,,,,,,,,,,,,,,,,,
10094633,10094633,house,house,190000,forsale,6530,xl,semiequipped,,,fueloil,489,4,470,,true,250,true,,,,,,Hainaut,,3,,,4,1,,250m²square meters,,489 kWh/m²kilowatt hour per square meters,F,202203230266607,Not specified,34743 kWh/year,"€ 190,000190000 €","€ 1,2961296 €",No,Avenue Paul pastur 380 6032- Mont-sur-Marchienne,http://www.club-Immobilier.be,2-thui-023,Hainaut,,,,,,,400m²square meters,30m²square meters,Semi equipped,15m²square meters,13m²square meters,12m²square meters,1,2,,No,470m²square meters,,,,5m²square meters,,,,,,Fuel oil,Yes,,,,,,South,No,,11m²square meters,,,,,,,,,,,Yes,,2m²square meters,,,,,,,,North East,,,,,,,No,No,No,,,,,,,,,,,Arnaud BERLINGIN,,,,,,,,,,,,,,,,,,,,,
9953457,9953457,house,house,199900,forsale,6042,xl,,,torenovate,fueloil,634,4,1900,true,true,,true,,,4,4,,Hainaut,To renovate,4,4,,4,1,Yes,,,634 kWh/m²kilowatt hour per square meters,G,20220602021875,12 kg CO₂/m²,134221 kWh/year,"Make an offer starting from€ 199,900Make an offer starting from199900 €","€ 1,4121412 €",No,Chaussée de Bruxelles 159 6040- Jumet,http://www.laconfianceimmobiliere.be,4788156,Hainaut,,,,,4,,206m²square meters,36m²square meters,,18m²square meters,17m²square meters,11m²square meters,,,Yes,No,1900m²square meters,,Connected,No,29m²square meters,,,,Yes,,Fuel oil,Yes,,,,6m²square meters,,,,,13m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10136736,10136736,house,apartmentblock,198000,forsale,6000,xl,semiequipped,,,fueloil,869,5,140,,true,90,true,,,,,,Hainaut,,4,,,5,,Yes,90m²square meters,,869 kWh/m²kilowatt hour per square meters,G,20221005003944,Not specified,23142 kWh/year,"€ 198,000198000 €","€ 1,4131413 €",Yes,Avenue Paul pastur 380 6032- Mont-sur-Marchienne,http://www.club-Immobilier.be,1-char-111,Hainaut,,,,,,,200m²square meters,15m²square meters,Semi equipped,,,,5,5,,No,140m²square meters,,,,15m²square meters,,,,,,Fuel oil,Yes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,Loic HANUT,,,,,,,,,,,,,,,,,,,,,
10121961,10121961,house,house,245000,forsale,6001,xl,hyperequipped,,,fueloil,402,5,230,,true,100,true,,,,,,Hainaut,,2,,,5,1,Yes,100m²square meters,,402 kWh/m²kilowatt hour per square meters,E,2017011017602,Not specified,87176 kWh/year,"€ 245,000245000 €",€ 818818 €,No,Avenue Paul pastur 380 6032- Mont-sur-Marchienne,http://www.club-Immobilier.be,1-marc-120,Hainaut,After signing the deed,,,,,,200m²square meters,33m²square meters,Hyper equipped,21m²square meters,16m²square meters,12m²square meters,,2,,No,230m²square meters,,,,20m²square meters,,,Yes,,,Fuel oil,Yes,,,,,,East,No,Yes,12m²square meters,,,,,,,,,11m²square meters,,Yes,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,Adeline GUAIETTA,,,,,,,,,,,,,,,,,,,,,
9058245,9058245,house,house,250000,forsale,7140,xl,,,torenovate,gas,680,3,730,,,,,true,,,1,,Hainaut,To renovate,4,,,3,1,,,,680 kWh/m²kilowatt hour per square meters,G,20201031000412,124 kg CO₂/m²,153927 kWh/year,"Make an offer starting from€ 250,000Make an offer starting from250000 €","€ 1,7491749 €",No,Rue d' Houdeng 196 bte 1 7070- Le Roeulx,http://www.immo-chrono.be,4202395,Hainaut,After signing the deed,,,15 m,1,,224m²square meters,20m²square meters,,21m²square meters,26m²square meters,37m²square meters,1,,,No,730m²square meters,,Connected,Yes,,,,,,,Gas,,,,,25m²square meters,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992032,9992032,house,apartmentblock,268000,forsale,6140,xl,hyperequipped,,,gas,473,2,656,,true,90,,,,,,,Hainaut,,2,,,2,1,Yes,90m²square meters,,473 kWh/m²kilowatt hour per square meters,F,20220625004601,Not specified,66690 kWh/year,"€ 268,000268000 €","€ 3,5693569 €",Yes,Avenue Paul pastur 380 6032- Mont-sur-Marchienne,http://www.club-Immobilier.be,1-font-063,Hainaut,,,,,,,670m²square meters,48m²square meters,Hyper equipped,19m²square meters,15m²square meters,,,2,,No,656m²square meters,,,,,,,,,,Gas,No,,,,,,West,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,Adeline GUAIETTA,,,,,,,,,,,,,,,,,,,,,
9690333,9690333,house,house,299000,forsale,6041,xl,,,torenovate,,526,4,0,,,,true,,,1,1,,Hainaut,To renovate,2,1,Yes,4,2,,,Yes,526 kWh/m²kilowatt hour per square meters,G,2013111000720,Not specified,185002 kWh/year,"€ 299,000299000 €",,No,Rue du Calvaire 22/A 6041- Gosselies,http://www.dealimmo.be,4617602,Hainaut,After signing the deed,,,,1,,800m²square meters,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047379,10047379,house,mixedusebuilding,299000,forsale,6040,xl,,,good,gas,,7,1203,,true,,true,true,,,40,,Hainaut,Good,2,,,7,2,,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,"Make an offer starting from€ 299,000Make an offer starting from299000 €","€ 1,2341234 €",Yes,Chaussée Brunehaut 415 7141- Carnières,http://www.weinvest.be,4861382,Hainaut,After signing the deed,,,12 m,40,,,42m²square meters,,,,,1,2,,,1203m²square meters,13.32 mmeters,Connected,Yes,,No,,Yes,,,Gas,Yes,,Link to the virtual visit,,19m²square meters,,,,,,,,,,Yes,,143m²square meters,,,,,,44m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9925908,9925908,house,mansion,375000,forsale,7750,xl,,1925,,,816,5,2400,,true,,,,,1,,,Hainaut,,4,1,Yes,5,,Yes,,,816 kWh/m²kilowatt hour per square meters,G,20220525023376,Not specified,Not specified,"€ 375,000375000 €",,,A. Scheirisstraat 4 9620- Zottegem,,,Hainaut,After signing the deed,,1925,,,"Living area (residential, urban or rural)",,,,,,,,,,,2400m²square meters,,,,,,,,,,,,,,,,,,,Yes,,"Living area (residential, urban or rural)",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Nancy Denys,,,,,,,,,,,,,,,,,,,,,
10129188,10129188,house,house,395000,forsale,6060,xl,installed,,,gas,201,3,658,,true,320,true,,,1,,,Hainaut,,2,1,,3,1,Yes,320m²square meters,,201 kWh/m²kilowatt hour per square meters,C,20220321000431,Not specified,91608 kWh/year,"€ 395,000395000 €","€ 1,2791279 €",No,Avenue Paul pastur 380 6032- Mont-sur-Marchienne,http://www.club-Immobilier.be,1-gill-131,Hainaut,After signing the deed,,,,,,457m²square meters,32m²square meters,Installed,25m²square meters,17m²square meters,15m²square meters,1,3,,No,658m²square meters,,,,20m²square meters,,,Yes,,,Gas,Yes,,,,,,South,No,Yes,,,,,,,,,,,,Yes,,,,,,,,,,South,,,,,,,No,No,No,,,,,,,,,,,Fabian GERARD,,,,,,,,,,,,,,,,,,,,,
