,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,How many fireplaces?,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement surface,Furnished,Surface of the plot,Garden,Garden orientation,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Covered parking spaces,Surroundings type,Living room,Dressing room,Office,Width of the lot on the street,Garden surface,Caretaker,Elevator,Accessible for disabled people,Intercom,TV cable,Visio phone,Conformity certification for fuel tanks,Heat pump,Planning permission obtained,Obligation to build,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Dining room,Basement,Terrace,Subdivision permit,Shower rooms,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,"Gas, water &amp; electricity",Laundry room,Total ground floor buildable,Agent's name,Available date,Bedroom 4 surface,Bedroom 5 surface,Neighbourhood or locality,Living room surface,Terrace surface,Professional space,Armored door,Air conditioning,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Attic,Virtual visit,E-level (overall energy performance),Property name,Office surface,Professional space surface,Terrace orientation,Attic surface,Number of annexes,Isolated,Extra information,Monthly charges,Percentage rented,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,EPC description,Sea view,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity
10050689,,,,3,,199m²square meters,,,,2,,,,1,2,,No,52m²square meters,,,,,288 kWh/m²kilowatt hour per square meters,C,20220804-0002649214-RES-1,Not specified,Not specified,,,No,"€ 273,000273000 €",,No,"Heuleplaats, 16 8501- Kortrijk",http://www.mvastgoed.be,M/05995,West Flanders,8.1 m,,,Yes,,No,8.1 mmeters,,,,,,,,,,,,No,No,Non flood zone,,,Yes,,,,,,,,Not connected,No,,52m²square meters,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9804777,,,,2,,129m²square meters,,,,3,18m²square meters,12m²square meters,30m²square meters,1,2,6m²square meters,No,282m²square meters,,East,,,334 kWh/m²kilowatt hour per square meters,D,20201212-0002349945-RES-1,Not specified,Not specified,,,Yes,"€ 289,000289000 €",,No,Marktstraat 20 b1 8460- Oudenburg,http://www.residentievastgoed.be,16592,West Flanders,6 m,2,,,,No,6 mmeters,115m²square meters,,,,,,,,,Yes,,,No,Non flood zone,"Living area (residential, urban or rural)",,,,No,,,,,,Connected,Yes,,,,,,,,38m²square meters,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126719,,,,3,,164m²square meters,,,,3,,,,1,2,,No,187m²square meters,Yes,West,,,216 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,,No,"€ 335,000335000 €",€ 775775 €,No,Hubert d'Ydewallestraat 4/001 8730- Beernem,http://www.vastgoedwanneyn.be,TK/3168,West Flanders,,1,,Yes,,Yes,,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",,,,,,,,,,Connected,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128855,,,,3,,200m²square meters,,,,3,,,,2,2,,No,306m²square meters,Yes,West,,,200 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,,No,"€ 435,000435000 €","€ 1,1091109 €",No,Baron Ruzettelaan 411/01 8310- Assebroek,,20221450,West Flanders,,1,,,,No,,,,,,,,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,No,,,,,,Connected,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119047,,,,4,,370m²square meters,,,,3,,,,2,2,,No,2700m²square meters,,,,,169 kWh/m²kilowatt hour per square meters,B,20220322,Not specified,Not specified,,,Yes,"€ 800,000800000 €","€ 1,8071807 €",No,Noordlaan 51 8800- Roeselare,http://www.bricx.be,BR/PR/TK/0186,West Flanders,,2,,Yes,,Yes,,,,,,,,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",Yes,Yes,Yes,No,,,,,,Not connected,Yes,,,,,,,,,,,No,,,,,,,,Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161954,,,,2,,,,Semi equipped,,3,,,,1,,,,444m²square meters,,,,,676 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,Gas,,"€ 268,000268000 €",€ 319319 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,1,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,Eric ook op zondag!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9565754,,,,2,,202m²square meters,,,,3,,,,1,,,,83m²square meters,,,,,630 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,Gas,Yes,"€ 99,00099000 €",€ 324324 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Vins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10086874,,,,4,,40m²square meters,,,,2,,,,,12,,,193m²square meters,,,,,2105 kWh/m²kilowatt hour per square meters,F,26693180,Not specified,Not specified,,,,"€ 179,000179000 €",€ 513513 €,No,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104875,,,,2,,225m²square meters,,,,3,,,,,2,,,230m²square meters,,,,,200 kWh/m²kilowatt hour per square meters,B,200 UC: 2664708,Not specified,Not specified,,,,"€ 325,000325000 €",€ 649649 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,1,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780274,,,,2,,,,,,,,,,,,,No,377m²square meters,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,"€ 365,000365000 €","€ 2,3692369 €",No,Zoutelaan 148300- Knokke-Heist,,TK607,West Flanders,12.5 m,,,,,No,12.5 mmeters,,,Yes,No,No,No,No,,,Yes,,No,Yes,Non flood zone,"Living area (residential, urban or rural)",,Yes,,No,,,,,,Not connected,Yes,,310m²square meters,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918828,,,,4,,230m²square meters,,,,3,,,,2,2,,,1487m²square meters,,,,,331 kWh/m²kilowatt hour per square meters,D,2404058,Not specified,Not specified,,,,"€ 450,000450000 €",€ 758758 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,1,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10094464,,,,4,,146m²square meters,,,,3,,,,1,,,,2800m²square meters,,,,,580 kWh/m²kilowatt hour per square meters,F,20220825-0002660666-RES-1,Not specified,Not specified,,Fuel oil,Yes,"€ 535,000535000 €",,No,Monnikeredestraat 11 8340- Damme,http://www.bonnevastgoed.be,4902098,West Flanders,,,Countryside,Yes,,,,,,,,,Yes,,,,Yes,,No,No,Non flood zone,Farming area,,Yes,Yes,No,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140053,,,,3,,332m²square meters,,,,3,,,,,,,No,724m²square meters,,,,,465 kWh/m²kilowatt hour per square meters,E,0002400569,Not specified,Not specified,,,Yes,"€ 350,000350000 €",€ 549549 €,No,Noordlaan 51 8800- Roeselare,http://www.bricx.be,BR/MR/TK/0225,West Flanders,,3,,,,No,13 mmeters,,,,,,,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,,No,,,,,,Connected,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10115173,,,,2,,,,,13m²square meters,3,,,,,,,No,175m²square meters,Yes,North,,,490 kWh/m²kilowatt hour per square meters,E,20220616-0002623918-RES-1,Not specified,Not specified,,,Yes,"€ 185,000185000 €",€ 356356 €,No,Marktstraat 20 b1 8460- Oudenburg,http://www.residentievastgoed.be,OU22887,West Flanders,,,,,,No,,,,,,,,,,,,,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,,No,,,,,,Connected,Yes,,,,,,,,32m²square meters,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10124235,,,,2,,152m²square meters,,,,4,,,,1,,,,125m²square meters,,,,,897 kWh/m²kilowatt hour per square meters,F,20220316-0002565350-RES-1,Not specified,Not specified,,,,,€ 589589 €,No,"Moerkerkse Steenweg, 120 8310- BRUGGE (SINT-KRUIS)",,,West Flanders,,,,Yes,,Yes,,,,,,,,,,,Yes,,,,Non flood zone,,Yes,Yes,Yes,,,,,,,,,,,Annelies WILLEM,December 8 2022 - 12:00 AM,,,,,,,,,,,,,,,,Yes,Link to the virtual visit,,,,,,,,,,,,Link to online sale,No,nl :Na telefonische afspraak met het notariskantoor 050/35.50.22,"€ 210,000210000 €",,,,,,,,,,,,
10066820,,,,2,,155m²square meters,,,,3,,,,1,,,,359m²square meters,,,,,241 kWh/m²kilowatt hour per square meters,C,1941126-1,Not specified,Not specified,,,Yes,"€ 249,000249000 €",€ 364364 €,No,Monnikeredestraat 11 8340- Damme,http://www.bonnevastgoed.be,4878170,West Flanders,,,"Living area (residential, urban or rural)",Yes,,,,,,,,,Yes,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096024,,,,4,,180m²square meters,,,,4,,,,,,,No,469m²square meters,,,,,316 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,,No,"€ 465,000465000 €",€ 666666 €,No,Baron Ruzettelaan 411/01 8310- Assebroek,,20221442,West Flanders,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,Not connected,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10068764,,,,3,,260m²square meters,,,,3,,,,,,,,110m²square meters,,,,,490 kWh/m²kilowatt hour per square meters,E,00000004-7,Not specified,Not specified,,,,"€ 565,000565000 €",€ 577577 €,No,Monnikeredestraat 11 8340- Damme,http://www.bonnevastgoed.be,4881969,West Flanders,,1,Urban,Yes,,,,,,,,,,,,,,,No,No,Non flood zone,Residential area with cultural historical aesthetic value,,Yes,,No,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017638,,,,4,,,,Hyper equipped,,4,15m²square meters,12m²square meters,11m²square meters,1,2,,,841m²square meters,,,,,30 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,,Yes,"€ 475,000475000 €",,No,Monnikeredestraat 11 8340- Damme,http://www.bonnevastgoed.be,4845896,West Flanders,,,,Yes,,,,,,,,,Yes,,,,,,No,No,,"Living area (residential, urban or rural)",,,,Yes,,,,,,Connected,Yes,,,,,10m²square meters,,,,,,,,,,,,Yes,,,Yes,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
9326691,,,,4,1,44m²square meters,,,,2,,,,2,,,Yes,120m²square meters,,,,,199 kWh/m²kilowatt hour per square meters,B,20210628-0002433658-RES-1,Not specified,Not specified,,,,"€ 145,000145000 €",,No,Hoogstraat 20 9340- Lede,http://www.immoderas.be,4357745,West Flanders,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,West -Vlaanderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144554,,,,4,,220m²square meters,,,,3,,,,,,,No,2383m²square meters,,South West,,,173 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,,No,"€ 500,000500000 €",,No,Noordlaan 51 8800- Roeselare,http://www.bricx.be,BR/PR/TK/0233,West Flanders,,1,,Yes,,Yes,,700m²square meters,,,,,,,,,,,,No,Non flood zone,Farming area,,,Yes,,,,,,,Not connected,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134549,,,,4,,,,,,4,,,,,2,,No,542m²square meters,,,,,282 kWh/m²kilowatt hour per square meters,C,20220922-0002675852-RES-1,Not specified,Not specified,,,Yes,"€ 380,000380000 €",€ 741741 €,No,"Heuleplaats, 16 8501- Kortrijk",http://www.mvastgoed.be,M/06050,West Flanders,11 m,1,,Yes,,No,20.5 mmeters,,,,,,,,,,,,No,No,Non flood zone,,Yes,,,,,,,,,Connected,Yes,,106m²square meters,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131033,,,,3,,183m²square meters,,,,5,,,,1,2,,No,276m²square meters,Yes,West,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,"€ 318,790318790 €",,No,Hubert d'Ydewallestraat 4/001 8730- Beernem,http://www.vastgoedwanneyn.be,TK/3172,West Flanders,6.5 m,1,,Yes,,No,9.5 mmeters,,,,,,,,,,,,,No,,,,,,,,,,,,Connected,Yes,,88m²square meters,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9851111,,,,2,,130m²square meters,,,,2,,,,,,,,120m²square meters,,,,,Not specified,Not specified,448 kwh UC: 2452631,Not specified,Not specified,,Gas,,"€ 99,00099000 €",€ 329329 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincent,,,,,,,,,,,,,,,,,,,448,,,,,,,,,,,,,,,,,,,,,,,,,,
10119225,,,,4,,179m²square meters,,,,4,,,,,,,,694m²square meters,Yes,South West,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 490,898490898 €",,No,Westlaan 120 8800- Roeselare,http://www.hectaar.be,8800_ROESELARE_HONZE,West Flanders,12.79 m,,,,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,Yes,,No,No,No,No,Connected,Yes,,105m²square meters,,,,,,,,,,,,,,,,,All kind,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
10063395,,,,4,2,,,,,3,,,,,,,,700m²square meters,,,,,887 kWh/m²kilowatt hour per square meters,F,UC : 2204286,Not specified,Not specified,,Gas,Yes,"€ 350,000350000 €",€ 602602 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,1,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connected,Yes,,,Bart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9720675,,,,2,,239m²square meters,,,,6,,,,1,,,No,70m²square meters,,,,,264 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,,,"€ 600,000600000 €",,No,Kortrijksteenweg 134 9000- Gent,http://www.immodome.be,4604103,West Flanders,,,,,,,,,,,,,Yes,,,,,,No,,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,,,,,,Connected,Yes,,,,,,,Antwerpen centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9735202,,,,2,,239m²square meters,,,,6,,,,1,,,No,70m²square meters,,,,,264 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,,,"€ 600,000600000 €",,No,Kortrijksteenweg 134 9000- Gent,http://www.immodome.be,4639915,West Flanders,,,,,,,,,,,,,Yes,,,,,,No,,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,,,,,,Connected,Yes,,,,,,,Antwerpen centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143417,,,,2,,,,,,3,,,,1,1,,,176m²square meters,,,,,454 kWh/m²kilowatt hour per square meters,E,454 kWh/m²jaar U.C.:2685375,Not specified,Not specified,,,,"€ 175,000175000 €",€ 143143 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,1,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Els,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129983,,,,3,,,,,8m²square meters,3,14m²square meters,13m²square meters,8m²square meters,1,2,,No,253m²square meters,Yes,South,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 90,00090000 €",€ 22 €,No,Dokter Honore Dewolfstraat 23 9700- Oudenaarde,http://www.nobels.be,3317746,West Flanders,,,,,No,No,22.5 mmeters,,,,,,,,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,,No,No,No,No,Not connected,No,,152m²square meters,,November 15 2022 - 12:00 AM,,,,31m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9666498,,,,4,,160m²square meters,,,,3,,,,,,,,387m²square meters,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 418,600418600 €",,No,Westlaan 120 8800- Roeselare,http://www.hectaar.be,8792_DESSELGEM_MALTA,West Flanders,,,,,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,Yes,,No,No,No,No,Connected,Yes,,,,,,,,,,,,,,,,,,,All kind,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
9637463,,,,2,,80m²square meters,,Installed,,3,,,,1,2,,No,138m²square meters,Yes,South,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,"€ 285,000285000 €",,No,Natiënlaan 199 8300- Knokke-Heist,http://www.willemcauwels.be,0208,West Flanders,6 m,,,,,No,6 mmeters,,,,,,,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,,,,,,Connected,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9832354,,,,2,,,,,,,,,,,,,,580m²square meters,,,,,247 kWh/m²kilowatt hour per square meters,C,20220323-0002569960-RES-1,Not specified,Not specified,,,No,"€ 635,000635000 €","€ 2,0392039 €",Yes,Gistelsteenweg 294 8490- Jabbeke,,Kerkstraat bis,West Flanders,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122190,,,,3,,,,,,3,,,,,,,,360m²square meters,,,,,429 kWh/m²kilowatt hour per square meters,E,429 kWh/m²jaar U.C.:266518,Not specified,Not specified,,,,"€ 295,000295000 €",€ 711711 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,2,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Els,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10085024,,,,2,,,,,,6,,,,,,,,604m²square meters,,,,,357 kWh/m²kilowatt hour per square meters,D,357 UC: 2618315,Not specified,Not specified,,,,"€ 239,000239000 €",€ 371371 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,2,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10084117,,,,3,,,,,,2,,,,,,,,562m²square meters,,,,,359 kWh/m²kilowatt hour per square meters,D,359 kWh/(m²jaar) U.C.: 2663185,Not specified,Not specified,,,Yes,"€ 279,000279000 €",€ 399399 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,2,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10053571,,,,2,,,,,,,,,,,,,,446m²square meters,,,,,140 kWh/m²kilowatt hour per square meters,B,20220421-0002574093-RES-1,Not specified,Not specified,,,No,"€ 365,000365000 €",,Yes,"Heuleplaats, 16 8501- Kortrijk",http://www.mvastgoed.be,M/05999,West Flanders,,,,,,,,,,,,,,,,,,,Yes,No,Possible flood zone,,,,,,,,,,,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10044421,,,,2,,,,,,5,,,,3,3,,,490m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,"€ 450,000450000 €","€ 2,7812781 €",,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145957,,,,3,,150m²square meters,,Hyper equipped,,4,,,,2,2,,,282m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,"€ 306,000306000 €",,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9683609,,,,2,,98m²square meters,,,,3,,,,,,,,153m²square meters,,,,,628 kWh/m²kilowatt hour per square meters,F,628 UC: 1069062,Not specified,Not specified,,Gas,,"€ 145,000145000 €",€ 290290 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140052,,,,2,,68m²square meters,,,,1,,,,1,,,No,,Yes,South,,,175 kWh/m²kilowatt hour per square meters,B,20220522-0002608798-RES-1,Not specified,Not specified,,Gas,No,"€ 169,000169000 €",,Yes,Gistelsesteenweg 291 8200- Sint Andries,http://www.bricx.be,BB/PDB/TK/0075,West Flanders,,,,Yes,,No,,,,,,,,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,,,,,,Connected,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10042187,,,,4,1,170m²square meters,,,,2,,,,1,,,,315m²square meters,,,,,419 kWh/m²kilowatt hour per square meters,E,419 UC: 2627241,Not specified,Not specified,,,,"€ 395,000395000 €",€ 421421 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021174,,,,4,2,,,,,2,,,,1,,,,898m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,"€ 575,000575000 €",,No,Albert plein 10 8300- Knokke - Heist,http://www.cambierdenil.be,4847177,West Flanders,,,"Living area (residential, urban or rural)",Yes,,,,,,,,,,,,,Yes,,No,No,,,,,Yes,No,,,,,,,,,,,,,,B - HINTERLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165678,,,,4,,40m²square meters,,,,2,,,,1,1,,,115m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,"€ 165,000165000 €",€ 437437 €,No,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9622786,,,,2,,120m²square meters,,,,3,,,,1,,,,195m²square meters,,,,,Not specified,Not specified,473kwh/m2 UC:1518529,Not specified,Not specified,,Gas,Yes,"€ 174,000174000 €",€ 515515 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10078854,,,,2,,109m²square meters,,,,3,,,,,,,,111m²square meters,,,,,830 kWh/m²kilowatt hour per square meters,F,830 UC: 2631826,Not specified,Not specified,,Gas,,"€ 125,000125000 €",€ 347347 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701562,,,,2,,130m²square meters,,,,3,,,,1,,,,250m²square meters,,,,,311 kWh/m²kilowatt hour per square meters,D,311 kwh UC: 2455415,Not specified,Not specified,,Gas,,"€ 122,000122000 €",€ 416416 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131322,,,,4,,,1,Hyper equipped,,3,,,,,3,,,915m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,"€ 975,000975000 €",€ 889889 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connected,Yes,,,Eric Ook op zondag,,,,,80m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958928,,,,2,6,,,,,,,,,,,,No,,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"€ 1,138,8001138800 €",,Yes,Posterijstraat 61 8793- Waregem,http://www.opt-immo.be,Gentseweg 39,West Flanders,,3,,Yes,,No,,,,Yes,No,No,No,No,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,,Connected,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9807881,,,,2,,,,,,2,,,,,,,No,1000m²square meters,,,,,Not specified,Not specified,Not specified,300 kg CO₂/m²,Not specified,,,No,"€ 500,000500000 €",,Yes,,,,West Flanders,,,,,No,No,,,,,,,,,"Yes, conform",No,Yes,,,,,"Living area (residential, urban or rural)",,,,,,No,No,No,No,,No,,,,,,,,,,No,No,,,,,No,No,No,Apartment building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
